""	"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"
"LMX1A"	5.46004141798764	2.78884951864918	0.544018375602759	5.12638845252093	2.95352911142532e-07	1.676215673386e-06
"LMX1B"	13.2739908509531	2.50507370363935	0.366218538447015	6.84037928353477	7.89837804199564e-12	9.34331084880986e-11
"LNP1"	152.480286105715	0.848672209306732	0.109201822398864	7.77159383116268	7.75046334778971e-15	1.37738663167756e-13
"LNPEP"	2871.88516236416	-0.0967366471669702	0.101590301062631	-0.952223255124829	0.340983769498301	0.467449281133221
"LNPK"	767.956278810364	-0.0703281433460541	0.086886486793519	-0.809425561344022	0.418270404151869	0.550486461230726
"LNX1"	133.065726149256	-0.214256554729847	0.194105679486428	-1.10381393937949	0.26967385684296	0.387192736077261
"LNX2"	821.421918880899	-1.24395148383546	0.143372689287848	-8.67634896167703	4.08676883594086e-18	1.10696867801926e-16
"LONP1"	1817.52286445326	-0.402746295338191	0.101960213693898	-3.95003384896099	7.81401418147753e-05	0.000277167850495898
"LONP2"	3259.13044047563	-0.0744461703451476	0.0463693264080358	-1.60550467544092	0.108382785082998	0.180533833748051
"LONRF1"	933.575814978796	-0.0295623815257539	0.110354544549329	-0.267885492586482	0.788787460945524	0.881181167800968
"LONRF2"	514.640417866274	0.0100326692265493	0.147866632210464	0.0678494470089063	0.945905481400482	0.963591624810395
"LONRF3"	249.034191264788	-0.939745492530319	0.17618086405301	-5.33398163064726	9.60822473838699e-08	5.9602874930482e-07
"LORICRIN"	0.724066423576698	1.96364797243679	0.683501840099946	2.87292273002462	0.00406693573898797	0.0101098158788635
"LOX"	1108.19538329974	0.224184393205042	0.19402739202864	1.15542651406638	0.247915809439215	0.361098882538679
"LOXHD1"	69.0879790378931	-0.269431471879518	0.229040199399408	-1.17635014545929	0.239454985076514	0.350569451855972
"LOXL1"	740.416005842588	1.50614264348866	0.207814371820575	7.24753841755013	4.2441409273156e-13	5.9160470279957e-12
"LOXL2"	682.042694549298	1.09521058095808	0.165363068951639	6.62306637087375	3.51822951932132e-11	3.74590277520593e-10
"LOXL3"	423.362695708212	0.600787016424081	0.0980645685519346	6.12644327401397	8.98652245447962e-10	7.67072500825747e-09
"LOXL4"	567.879315836383	0.877250503032762	0.156237869358146	5.61483913366632	1.96745195973135e-08	1.36974594450957e-07
"LPA"	6.86584662255814	0.431802616162127	0.432868534227123	0.997537547821766	0.318503657767552	0.442323665426368
"LPAR1"	1197.40831859668	0.31503555625737	0.114756850224866	2.74524401497651	0.00604659195895383	0.0144779585717341
"LPAR2"	493.409810784508	0.0914364303910559	0.116016143721402	0.788135404764262	0.430617507820877	0.562890406953407
"LPAR3"	114.956485574675	0.719614374823383	0.322819318900228	2.22915523542688	0.0258035778245304	0.0522677316269354
"LPAR4"	9.54562165444165	2.04426567538582	0.29578556417023	6.91130982379285	4.80198980839773e-12	5.85855045785901e-11
"LPAR5"	86.875891860542	0.762300398677387	0.163715842338018	4.65624088537193	3.22035127861748e-06	1.50254168172147e-05
"LPAR6"	950.970822246361	0.374193573202145	0.089143706959636	4.19764429778064	2.69705807438769e-05	0.000104788509414219
"LPCAT1"	10054.5023118939	-0.743519576225069	0.170188185631878	-4.36880840737866	1.24926303183369e-05	5.22073126321205e-05
"LPCAT2"	745.286409847775	0.541694733056342	0.134942666735733	4.0142583969915	5.96329904867346e-05	0.000216639644806924
"LPCAT3"	2018.03583028353	-0.706680619830206	0.0789857057109617	-8.94694316483309	3.65462319993171e-19	1.16150016332496e-17
"LPCAT4"	775.966677853421	0.314496558651096	0.0821707755518419	3.82735293100257	0.000129528728606851	0.000438484524374942
"LPGAT1"	1665.76956696894	0.0325333002492548	0.0607678686733542	0.535370105279342	0.592393957826234	0.718323819266722
"LPIN1"	1614.69683604458	-0.618854404219639	0.0774997739956275	-7.9852414054079	1.40247572356211e-15	2.75709377037173e-14
"LPIN2"	2174.23768908071	-0.738402663360864	0.105740713359596	-6.98314433391192	2.8864559204207e-12	3.61166850042666e-11
"LPIN3"	1168.35556547778	0.0152202248455515	0.115684740326898	0.131566400223078	0.895327263185719	0.947447035609794
"LPL"	3596.97485981679	-1.155566173447	0.19634742081438	-5.88531373956487	3.9729959662315e-09	3.06600809712944e-08
"LPO"	1.65714742037107	1.44231130822006	0.609580022728759	2.3660737793926	0.0179778613340586	0.0380826302798449
"LPP"	9814.43343366204	0.192381027652225	0.105460457304192	1.82420058256829	0.0681217535692009	0.12115014521011
"LPXN"	888.684483740165	0.322893615461191	0.122255054311981	2.64114737242031	0.00826257696356354	0.0191351809713618
"LRAT"	35.0948537435473	0.32067897305117	0.273840843972229	1.17104142829655	0.24158212518993	0.353195548972382
"LRATD1"	278.003922010342	-0.773997397919085	0.194484994135308	-3.97972810889768	6.89941307950428e-05	0.000247163080993926
"LRATD2"	1323.76420671142	-0.764945082425757	0.123093008206067	-6.2143666287299	5.15320817006022e-10	4.54306641677662e-09
"LRBA"	3087.95603059466	-0.0634529913126214	0.0951796025588543	-0.666665857039961	0.504985592361259	0.636707898752766
"LRCH1"	1419.31241885733	-0.113861082926685	0.0882318204984806	-1.29047640956978	0.196885297380061	0.298489881995579
"LRCH2"	245.636355398302	-0.288105501197819	0.114237608225815	-2.52198470952155	0.0116694780578102	0.0260263481970039
"LRCH3"	1332.63983826939	0.0156196107104627	0.0630830917618719	0.247603759965097	0.804441001273038	0.892885079835187
"LRCH4"	2079.81450000932	-0.212540942463936	0.0868905191171715	-2.44607748490172	0.0144419959030474	0.0313696799037716
"LRCOL1"	48.45642861391	0.171910481454293	0.275789210168654	0.623340127589345	0.533061033556474	0.663811196296506
"LRFN1"	49.0559813448286	-0.0843762148886346	0.134107753366481	-0.629167313377154	0.529239525599696	0.66008689343061
"LRFN2"	0.638764091863157	0.838366767668573	0.756632303783509	1.1080240210157	0.267851442005782	0.385251104812812
"LRFN3"	202.8157884383	0.14051780024463	0.0815901660882233	1.72223941905803	0.0850261568229914	0.146775124523237
"LRFN4"	375.66891114338	0.431352103656436	0.104114176395156	4.14306791439503	3.4269040745524e-05	0.00013077373183438
"LRFN5"	97.700167477323	1.232881278475	0.153707151935194	8.02097536095659	1.04908772295453e-15	2.10579513568632e-14
"LRG1"	538.841988574626	-0.142641824850221	0.150370217640466	-0.948604232197605	0.342821937698384	0.469534407292618
"LRGUK"	58.5530826443405	1.34007256483338	0.268205408042886	4.99644125229238	5.83979545511015e-07	3.15196885178306e-06
"LRIF1"	302.923543574645	-0.287527021645554	0.101844030840156	-2.82320936508127	0.00475455118450097	0.0116535394006747
"LRIG1"	2640.13556392792	0.114196482207307	0.114665172046279	0.995912535335644	0.319292644117999	0.443128925086327
"LRIG2"	950.277796627205	-0.157815309244702	0.0685483262360014	-2.30224890833028	0.021321139273597	0.0442311580513731
"LRIG3"	1249.84471629105	0.551972984729268	0.116973023184285	4.7188058383313	2.37233106923038e-06	1.141796596647e-05
"LRIT1"	0.0727200593125986	0.447872185540918	3.06038613695972	0.146344992264881	0.88364904947474	0.94124143578904
"LRIT2"	0.292578030416558	-0.694928540075687	1.48825906573112	-0.466940572429369	0.640542396444849	0.758994777717444
"LRIT3"	22.8577865277594	0.162256142690586	0.153972188074451	1.05380162950032	0.291973747319958	0.412235109406507
"LRMDA"	262.017577408799	0.192944709769501	0.0836419368937861	2.30679389950659	0.0210663125057972	0.0437834891741741
"LRP1"	20481.0086607494	0.416920583952815	0.134910586889065	3.09034741873625	0.00199922494908839	0.00532075653233308
"LRP10"	5598.95170837421	-0.247699564471057	0.0568353193826107	-4.35819781012513	1.31137832900949e-05	5.4563982884316e-05
"LRP11"	976.106560841848	0.178049804153128	0.132799708443606	1.34073942058945	0.180005070895547	0.277173505887209
"LRP12"	356.969859831923	0.146723544708081	0.127494903805778	1.15081889807608	0.249806748448213	0.363591576467627
"LRP1B"	17.0589917841615	-1.20148950926325	0.327638136978894	-3.66712349283273	0.000245294346841296	0.000785609321450567
"LRP2"	851.063654645427	-1.35784227237955	0.302214213620593	-4.49297951976611	7.02335413570915e-06	3.08022861117382e-05
"LRP2BP"	96.3452685864321	0.974774544196908	0.147833171039252	6.59374710928776	4.28861990150292e-11	4.5205317739204e-10
"LRP3"	718.039918909138	0.472723827386772	0.0921354417991827	5.13074901640039	2.88591497421272e-07	1.64126193388793e-06
"LRP4"	408.109392050545	-0.00809559731317335	0.168527689599945	-0.0480371939613655	0.961686600315045	0.974151489052196
"LRP5"	1831.21972227319	-0.181285389390838	0.0978218455479861	-1.85321988534667	0.0638508486001791	0.114724567224801
"LRP6"	1904.22810580607	-0.537981344091084	0.0889516690924917	-6.04801854287514	1.46638082870659e-09	1.20735820477573e-08
"LRP8"	312.066809132965	-0.400665999775011	0.174685358954481	-2.29364385299982	0.0218109642853671	0.0451539765451813
"LRPAP1"	3624.21670083408	-0.1794094178511	0.0550775737589832	-3.2573950812755	0.00112439816076912	0.00314109998940907
"LRPPRC"	2711.53427546713	-0.347871449776325	0.0600449486413142	-5.79351731740795	6.89273743706318e-09	5.18491558924488e-08
"LRR1"	163.67856842828	-0.0873346478001533	0.0661137411503292	-1.32097573485627	0.186509455160344	0.285735422226447
"LRRC1"	578.465991530147	-0.633251868930417	0.111343676265713	-5.68736267894739	1.29016270647618e-08	9.2803140889454e-08
"LRRC10"	0.162825205609041	0.642828534178529	3.06038613695972	0.210048178697194	0.833630070534849	0.912354607469929
"LRRC10B"	223.903588931642	2.0253517326193	0.342699344799605	5.90999592894944	3.42116186067143e-09	2.66822640168276e-08
"LRRC14"	1060.98241320344	0.205619233411616	0.0713665282842043	2.88117186523036	0.00396199536154342	0.00987211414468464
"LRRC14B"	0.376985891472266	1.13248607277438	0.894710514450468	1.26575697332668	0.205600103794894	0.309267837758527
"LRRC15"	230.090655764646	3.07294091726487	0.306099280002715	10.0390334705708	1.02675250728626e-23	5.69161150041907e-22
"LRRC17"	297.72335502235	1.95763922212171	0.202649114959934	9.66024067022823	4.4481772028934e-22	2.06380270272443e-20
"LRRC18"	53.8681038072824	1.12311533726029	0.301008969259966	3.73116900809128	0.000190593302408335	0.000623935396330392
"LRRC19"	3.29936847949885	-3.1666138697426	0.576257123680545	-5.49514051907503	3.9039942823365e-08	2.59120316637225e-07
"LRRC2"	64.4832236908336	0.0284224099246171	0.188080691188878	0.151118170318048	0.879882499264295	0.940128838374564
"LRRC20"	367.979584125647	-0.126567275041759	0.117563316637131	-1.0765881625509	0.281664294927775	0.400168115033359
"LRRC23"	617.76557917253	1.12354041201076	0.24765508194435	4.53671454342791	5.71373608514757e-06	2.53856555003912e-05
"LRRC24"	89.3228954191845	-0.126286166437626	0.190951089324003	-0.661353474780891	0.508385655299572	0.639683672775159
"LRRC25"	419.675395309339	-0.581120291677113	0.181737124223672	-3.19758714219503	0.00138582532640952	0.00380508324683991
"LRRC26"	6.21205952337933	3.66603954869993	0.616925759944191	5.94243227747787	2.80823685981373e-09	2.21556759122002e-08
"LRRC27"	362.087345617923	0.526455049151283	0.123160076137239	4.2745593025182	1.91515727080069e-05	7.69817327084705e-05
"LRRC28"	373.000028599837	-0.0667244354083798	0.0527032333544391	-1.26604064231971	0.205498531907855	0.309212617766186
"LRRC3"	168.250072359957	-0.662211747950269	0.104962818199353	-6.30901265143764	2.80821165192971e-10	2.5782276355632e-09
"LRRC30"	0					
"LRRC31"	30.8267527883117	-2.26452433928496	0.297836337717892	-7.60325068672412	2.88783307978935e-14	4.76367551890165e-13
"LRRC32"	3363.82774236984	-0.574785624104238	0.176464335014777	-3.25723395640318	0.00112503664352522	0.00314242328334297
"LRRC34"	112.802800256611	0.798907524093015	0.227471900457304	3.51211522164676	0.000444555219482334	0.00135354039283229
"LRRC36"	442.496736546846	-0.955787065722562	0.325026502901447	-2.94064347734858	0.00327531275758493	0.0083065486067811
"LRRC37A"	206.120150361932	-0.241353318095181	0.24757058565515	-0.974886889153184	0.329616370270387	0.454676979505643
"LRRC37A2"	763.828044901871	-0.243799463130952	0.214166509238681	-1.13836408875324	0.254968482850387	0.369705269521256
"LRRC37A3"	400.937177105754	0.0664507378562288	0.142051614456019	0.467792908308006	0.639932692525271	0.758616723728629
"LRRC37B"	385.056431269006	-0.200285928749136	0.0769975537529175	-2.60119859641057	0.00928986574195795	0.0212586643265806
"LRRC38"	1.76419249010796	0.985935371689327	0.608489832748188	1.6202988425237	0.105168097441057	0.17602479154775
"LRRC39"	64.260404595114	-0.382263715343259	0.149267470820224	-2.56093114757504	0.0104392042806645	0.023569167230404
"LRRC3B"	2.76944743594522	-0.062940162524768	0.519054969567983	-0.121259146362001	0.903485777658916	0.950852803622458
"LRRC3C"	1.18478526259235	-1.27491982950902	0.475189561002901	-2.68297103753346	0.00729713095123464	0.0171184228808616
"LRRC4"	400.657857532289	1.46078497105937	0.220611547626142	6.62152542229963	3.55510864249624e-11	3.78094627461019e-10
"LRRC40"	377.864564571647	-0.238561263759976	0.102843419209893	-2.31965511836102	0.0203595415887506	0.0424440908009057
"LRRC41"	2418.91204270748	-0.0763931156206681	0.0452635456918228	-1.68774042008974	0.0914610690632174	0.156180811853362
"LRRC42"	530.126140944807	-0.0157123524149256	0.0731562121969612	-0.214778102133318	0.829940326451147	0.910208922590988
"LRRC43"	93.6942316520651	1.60465323498372	0.358114925982071	4.48083315874987	7.43522183699233e-06	3.24370270440647e-05
"LRRC45"	538.325028217976	0.420775744066795	0.127735680122233	3.29411284039155	0.000987328540831169	0.00279711305082596
"LRRC46"	535.603089814494	2.12766402929846	0.439546541882313	4.8405887126013	1.29455049737841e-06	6.53581769513078e-06
"LRRC47"	1333.85106923709	-0.133668501021687	0.0574521694279097	-2.32660493681466	0.019986301549309	0.0417572898262051
"LRRC49"	322.950128299367	0.627614876184091	0.102542611503882	6.12052752489469	9.32660698766202e-10	7.93969056463067e-09
"LRRC4B"	141.951922034491	0.70004459484917	0.183779668996524	3.80915146202821	0.000139444521674965	0.000469468146860858
"LRRC4C"	86.4830254243112	1.86325365852012	0.15000293179245	12.4214482760789	1.99909422211071e-35	4.33190087743512e-33
"LRRC51"	328.842042254191	0.889665533418098	0.20426848667267	4.35537340051743	1.32840275333743e-05	5.52241380060856e-05
"LRRC52"	1.72430739715408	-0.759139300186978	0.542955924793862	-1.39816008173259	0.162065000985264	0.25377052913352
"LRRC53"	0.454660394786475	1.02387484830494	1.76400050690756	0.580427751747009	0.561626194965629	0.690464055901512
"LRRC55"	43.7637745819397	4.80216962830156	0.409982751101448	11.7131016253737	1.09210076266921e-31	1.47696946406661e-29
"LRRC56"	190.094961041142	0.983796334765334	0.208729643746543	4.71325642638447	2.43789092846279e-06	1.17216697213457e-05
"LRRC57"	703.538719253829	-0.589859634253869	0.0526048585978005	-11.213025754213	3.51952410922126e-29	3.5698832573798e-27
"LRRC58"	1092.43764437546	-0.306702045610461	0.0656111363338431	-4.67454250525242	2.94609616758174e-06	1.38816673633843e-05
"LRRC59"	3052.1400266775	-0.200448395675888	0.102752875323445	-1.95078137760055	0.0510830580317829	0.0947939697944791
"LRRC61"	180.364291946916	0.109280258196218	0.141524213715477	0.772166510078038	0.440015813994691	0.572780500857722
"LRRC63"	13.546071420563	0.58432781424042	0.24924578750792	2.34438391149079	0.0190585425021734	0.0400426781593151
"LRRC66"	33.8202658880588	0.805388407877849	0.142046455246152	5.66989444743409	1.42885521856765e-08	1.02048090497627e-07
"LRRC69"	22.8713390958082	0.365916018466103	0.175553181348487	2.08435993956572	0.0371274389125577	0.0719348844364521
"LRRC7"	5.43481948722628	1.43169387852571	0.450071239173274	3.18103836440551	0.00146748194777938	0.00400793658868591
"LRRC70"	175.759493244768	1.14533325771303	0.199957939408978	5.72787087673703	1.0169892503755e-08	7.41604895426781e-08
"LRRC71"	157.587532665229	1.76113432100241	0.355776416310205	4.95011541031113	7.41694858802322e-07	3.92544525742478e-06
"LRRC72"	0.0922047415967958	0.447872185540918	3.06038613695972	0.146344992264881	0.88364904947474	0.94124143578904
"LRRC73"	31.3045819191285	1.09547617986262	0.333338213019247	3.28638043007498	0.00101483848571597	0.00286398624894448
"LRRC74A"	0.338028753301967	1.17394231630037	0.896005253558972	1.31019579588113	0.190129607606578	0.290325231217956
"LRRC74B"	207.495176317228	2.41092236086827	0.468811427152993	5.14262712304043	2.70923000845913e-07	1.54863030669386e-06
"LRRC75A"	102.670746590431	0.459998156352502	0.133577346918124	3.44368388027993	0.00057384622742408	0.00170606075939348
"LRRC75B"	451.669884080884	0.198851568473207	0.142806011573878	1.39245936695273	0.163783337848496	0.256103687530379
"LRRC8A"	3045.79613781932	-0.551824289729711	0.10099581392001	-5.46383328488012	4.65961174276897e-08	3.05445638786049e-07
"LRRC8B"	672.474325692516	-0.115604874497576	0.11546819621798	-1.00118368766529	0.316738011368058	0.440128043341653
"LRRC8C"	961.670614004839	0.314494946399133	0.110369333733108	2.84947761993051	0.00437910864985997	0.0108265555353533
"LRRC8D"	543.927611826775	-0.0441387777302334	0.114125831129664	-0.386755367240964	0.698937322487006	0.809673519379425
"LRRC8E"	189.296542752487	0.0101168961008895	0.138307176260712	0.073148020040688	0.941688329510158	0.96249362267654
"LRRC9"	4.49594387556104	0.919303511365485	0.576479000708024	1.59468690140735	0.110782268603766	0.184016296167702
"LRRCC1"	443.577251399455	0.000538379954073294	0.078272020033218	0.00687831940257591	0.994511938418982	0.996407578445291
"LRRD1"	8.6125099975357	0.418520899511006	0.304482439710296	1.37453214020885	0.169276539374885	0.263311389945321
"LRRFIP1"	4882.63092760604	-0.209154931523884	0.0740536782568961	-2.8243692473764	0.0047373773010729	0.0116188382408172
"LRRFIP2"	2366.10323209036	0.00498088609481512	0.0699666639979621	0.0711894180771602	0.943247003200539	0.96249362267654
"LRRIQ1"	163.266731160651	1.99520926882186	0.380724949139891	5.24055298537515	1.60096109237971e-07	9.53724681992776e-07
"LRRIQ3"	19.3341331131641	1.02226241220554	0.296138189863265	3.45197764826466	0.00055649382389181	0.00165964665745901
"LRRIQ4"	2.52639324264915	0.287305310793255	0.421953065158208	0.68089400105562	0.49593856422273	0.628083448307315
"LRRK1"	1310.52768723234	0.595464250773794	0.106535514854375	5.58934972612412	2.27921509625969e-08	1.57130703798178e-07
"LRRK2"	8844.96169476241	-1.6633184993934	0.21604799810356	-7.69883782304761	1.37309304733321e-14	2.36526750854535e-13
"LRRN1"	236.065904032882	1.11487429025604	0.210608413928178	5.29358855831961	1.19939118193548e-07	7.30708960010467e-07
"LRRN2"	160.301051660119	1.63406000023616	0.191208013259981	8.54598074827735	1.27449264482857e-17	3.2842297627346e-16
"LRRN3"	232.25370724943	-0.897506177572946	0.229256184884104	-3.91486135053091	9.0456172935693e-05	0.00031648862530006
"LRRN4"	218.317418156891	-0.968790248065303	0.241527181986563	-4.01110235335416	6.04359006295878e-05	0.000219180713028834
"LRRN4CL"	222.03134495091	2.05935313080051	0.224313529740059	9.18069067517657	4.28335179379249e-20	1.56773964214643e-18
"LRRTM1"	11.2920131544958	3.73716799424097	0.425343674962784	8.78623149754832	1.5466072345785e-18	4.44830367363159e-17
"LRRTM2"	22.8374821756134	-0.23435033734616	0.231420860777945	-1.01265865384118	0.311223233303236	0.433602384442128
"LRRTM3"	1.4064484925355	1.74025521391203	0.788228206371936	2.20780631782019	0.0272577774765574	0.0548347461441579
"LRRTM4"	19.1679615160212	0.947981324907065	0.328314566433913	2.88741780544143	0.00388418075476227	0.00970485361799814
"LRSAM1"	690.384690206234	0.0155502438538812	0.0719938839896734	0.215993956599308	0.828992458319839	0.910182933423596
"LRTM1"	0.0924084691203569	0.506359095692769	3.06038613695972	0.165455950011524	0.86858511870564	0.934129654328461
"LRTM2"	0.723067050929179	-0.0948644280067093	0.709218070890176	-0.133759180568594	0.893593006245148	0.946161621611134
"LRWD1"	533.890840034192	0.128584746694219	0.117381561140649	1.0954424651087	0.273322838654988	0.390850634444092
"LSAMP"	1274.70663569975	0.234606998473801	0.118509259532965	1.97965120530131	0.0477427349829676	0.0894748121268018
"LSG1"	1478.94598202011	-0.1521049186094	0.0838949636776877	-1.81303992446752	0.0698256637805168	0.123738159350714
"LSM1"	623.830448215472	0.00871179234021354	0.0687632280794629	0.126692602769407	0.899183700793812	0.948212906621534
"LSM10"	559.309709845284	0.147115886672161	0.0930828985605801	1.58048244035305	0.113996425104901	0.188517720087187
"LSM11"	228.436691091613	0.00694457961010923	0.0899447111166225	0.0772094270346243	0.938456942346353	0.96249362267654
"LSM12"	1018.57909188794	0.010462636864974	0.0670137410632203	0.156126739068389	0.875933122073762	0.938802197888071
"LSM14A"	2631.33635424958	-0.230663970041683	0.0390112881700769	-5.91274938259053	3.364438968986e-09	2.62613535405625e-08
"LSM14B"	978.538126701961	-0.303100943691044	0.0383344669659938	-7.90674731332309	2.64201137938799e-15	4.9980669636458e-14
"LSM2"	526.438437358847	0.154632648008708	0.107123559533075	1.44349803799196	0.148880224790975	0.236051966952615
"LSM3"	845.456460264849	-0.0357599209153196	0.0635534861153378	-0.562674419628563	0.573656606114498	0.701228614595152
"LSM4"	1135.5526971474	-0.131812637196559	0.0866928476972515	-1.52045573190622	0.128396476534957	0.208640171371547
"LSM5"	554.942582870367	-0.0154507277802838	0.0656121218390868	-0.23548587284186	0.813831642436329	0.899649599398166
"LSM6"	380.023303533752	-0.460709375782329	0.0647680809328228	-7.11321640454618	1.13369304692191e-12	1.49815611308066e-11
"LSM7"	710.267665912794	0.303921385056128	0.106240510076242	2.86069207346636	0.00422717405966334	0.0104794568569579
"LSM8"	853.374531296418	-0.0159460580606384	0.0444747239400867	-0.358542035744165	0.719937715953112	0.826996935819605
"LSMEM1"	104.269791604519	-0.568693780073898	0.103536647282035	-5.49268104582108	3.95877378617838e-08	2.6239088400638e-07
"LSMEM2"	9.86541730455335	0.541708155822274	0.301233257963404	1.79830128812698	0.0721292757339703	0.127356892226559
"LSP1"	1733.2832067863	0.862775049302551	0.162644011558968	5.30468377552128	1.12868483971045e-07	6.91387446464458e-07
"LSR"	1313.61788694184	-0.077208559914229	0.119145470462349	-0.648019262625912	0.516972491605736	0.648306487072851
"LSS"	3527.23413608697	-1.21645203138385	0.102261397137535	-11.8955154675601	1.24879584325023e-32	1.86041311991707e-30
"LST1"	681.808005520821	0.0688382529577355	0.163907950810856	0.41998117002373	0.674499209525808	0.788452487368825
"LTA"	23.4991462613675	1.72730232200682	0.247089754584801	6.99058657818209	2.73739305795808e-12	3.44095901266992e-11
"LTA4H"	6297.96771171561	-0.475453824872378	0.125347961059503	-3.79307186852986	0.000148795068622093	0.000498309301642904
"LTB"	286.936853081804	1.84861065700573	0.263276325456673	7.02156053644083	2.19403714898352e-12	2.80040792462964e-11
"LTB4R"	726.829230445663	0.157805809194778	0.109142173423472	1.44587380152758	0.148212601316849	0.235188990139884
"LTB4R2"	128.09726584117	0.293012226297665	0.119977494092037	2.44222659020441	0.0145969816129553	0.0316594452203645
"LTBP1"	5490.34468764869	1.38568456547523	0.115747831750326	11.9715811909481	5.00653104377786e-33	8.0226504599832e-31
"LTBP2"	11369.6101630998	1.08858607047243	0.177891963846889	6.11936619806711	9.39482782155311e-10	7.99419775676913e-09
"LTBP3"	4728.28684246478	0.844726375816764	0.101182179634746	8.34856867944641	6.9095163516065e-17	1.62063428424089e-15
"LTBP4"	7145.59458297764	0.299935580709728	0.144202478097164	2.07996134787386	0.0375290782686015	0.0726245173030202
"LTBR"	2972.4217489265	-0.338445393954909	0.0677956679379085	-4.99213894116183	5.9714272154181e-07	3.21846086972323e-06
"LTC4S"	152.624702427022	1.08818782145202	0.17893161594902	6.08158494339007	1.19000293015366e-09	9.98774906474478e-09
"LTF"	1850.18488613216	-0.326605957063985	0.452726937231979	-0.721419315273991	0.470651566217408	0.603067780956844
"LTK"	520.304160869086	-1.1543107125385	0.319748789920227	-3.61005498355908	0.000306132105064882	0.000961877263384779
"LTN1"	1153.22349994892	-0.195172781827243	0.0966065249513739	-2.02028570974354	0.0433537602275919	0.0823665292198814
"LTO1"	706.793944974239	-0.129794930194286	0.0559531754043207	-2.31970624109142	0.0203567739939494	0.0424429612169933
"LTV1"	902.901464214641	-0.283958162359479	0.0745193503246408	-3.81052922660256	0.000138669616349064	0.00046710667976688
"LUC7L"	3279.27196421886	0.204039273723311	0.126278761514699	1.61578456484594	0.106140899875881	0.177295096332618
"LUC7L2"	2898.04768402562	-0.218658810998635	0.0635866235357938	-3.43875486446531	0.00058439615350608	0.00173472139651423
"LUC7L3"	5814.57082299947	-0.153427854909663	0.0821190693809852	-1.86835842230318	0.061712128356583	0.111501665305257
"LUM"	20164.7963354946	0.975564233255095	0.207370552935063	4.70444920673278	2.54552228377335e-06	1.21899960897222e-05
"LURAP1"	99.1275008886137	1.08012278673325	0.159275488905937	6.78147525493479	1.18954854730796e-11	1.35910732466241e-10
"LURAP1L"	709.480873705777	-0.880433888763073	0.109088507515531	-8.07082165495503	6.98266504778412e-16	1.43483232539004e-14
"LUZP1"	1894.30098038207	0.183865579538717	0.0965494487355821	1.90436695337605	0.0568624099655142	0.104080370093338
"LUZP2"	43.4179901973928	1.90009425498208	0.389280826756176	4.88103734986208	1.05529250864968e-06	5.42262809146882e-06
"LUZP4"	0.177866778768954	0.40888050432714	3.06038613695972	0.133604220522752	0.893715546619567	0.946161621611134
"LVRN"	36.9503452429628	1.91557605697481	0.319210178384965	6.00098676886374	1.96121973501888e-09	1.58401097531025e-08
"LXN"	1230.65092105613	1.1159428883162	0.139475677868275	8.00098558667788	1.23427237277132e-15	2.43647410728532e-14
"LY6D"	76.508558156691	6.66474454463892	0.671234573561255	9.92908411925048	3.11099829799786e-23	1.62086411323828e-21
"LY6E"	3793.81420028313	0.25947504622316	0.0933517206767318	2.77954219099718	0.00544355816195907	0.0131847085723863
"LY6G5B"	841.885133511489	-0.06259827738503	0.0989863586650981	-0.632392970397261	0.527130126227413	0.657843218392051
"LY6G5C"	80.2510452660101	0.30762677549204	0.152735811916904	2.01411032312058	0.0439979519425496	0.0834406060701123
"LY6G6C"	6.64238786532185	0.344372795710393	0.34210859218513	1.0066183766704	0.314118200011292	0.436965272542699
"LY6G6D"	1.05608975307128	-1.93511983824014	0.590168182328113	-3.27892945805113	0.00104201679753558	0.00293157543703247
"LY6G6E"	0.0818398846999336	0.428376511753187	3.06038613695972	0.139974660903003	0.888680010932456	0.943449638878169
"LY6G6F"	6.28815818904315	-3.8810048823624	0.681123512944903	-5.69794583302888	1.2125956184905e-08	8.73224541125201e-08
"LY6G6F-LY6G6D"	3.22498905002649	-2.91102881433047	0.669333775809437	-4.34914375986796	1.36670101090844e-05	5.66680182148578e-05
"LY6H"	28.2418258266383	1.59522620159425	0.411358594107323	3.87794548222824	0.000105342315189895	0.000362594333638285
"LY6K"	29.5351437947928	-0.163586917456809	0.282868955723145	-0.578313435062553	0.563052525463782	0.691762683336696
"LY6L"	0.0989500649945468	0.0579565473239415	2.52274569662475	0.0229735987267695	0.981671332553752	0.988254819682076
"LY75"	486.018242127726	0.418958938244354	0.199090608171346	2.10436314446224	0.0353467817762224	0.0688767404139367
"LY75-CD302"	242.608227261477	0.102318032508099	0.389296671094909	0.262827915328242	0.792683218413737	0.88385430311844
"LY86"	281.198621701827	0.167445296975679	0.157926917940754	1.06027078321439	0.289021427090739	0.408762856426115
"LY9"	225.989389475461	1.09560925983965	0.259553647196154	4.22112835506281	2.43082466189659e-05	9.53773569500124e-05
"LY96"	249.335237375522	0.558406188562731	0.131435978264622	4.24850330887698	2.15203468790208e-05	8.54050977390317e-05
"LYAR"	443.945033244256	-0.0968170470838948	0.100936366658527	-0.959188945362295	0.337463568462655	0.463489829084873
"LYG1"	48.9134122259604	0.232400814197279	0.217615357346614	1.06794307640299	0.285546189857931	0.404808586305917
